,number,value,datetime_start,datetime_complete,duration,params_batchsize,params_beta_1,params_beta_2,params_cnn_dropout_factor,params_cnn_kernel_size,params_dense_dropout_factor,params_epsilon,params_learning_rate,params_nb_cnn_input_kernel,params_nb_cnn_layers,params_nb_dense_layers,params_num_hidden0,params_num_hidden1,params_num_hidden2,params_num_hidden3,params_num_kernel0,params_num_kernel1,params_num_kernel2,params_num_kernel3,state
54,54,0.49656879901885986,2021-08-14 13:35:55.901697,2021-08-14 13:46:21.303146,0 days 00:10:25.401449,512,0.10982244075410603,0.854988124044145,0.24532310712514704,3,0.002715341256000539,1.238262298242225e-07,0.0012251315664930742,112.02421652902358,2,1,127.89687484063008,,,,97.75821470075928,56.77057727118981,,,COMPLETE
55,55,0.4711954891681671,2021-08-14 13:46:21.344184,2021-08-14 13:57:59.185706,0 days 00:11:37.841522,512,0.11612502503613856,0.8674643151613372,0.2479154112181821,3,0.008066730446409504,1.3762736635682147e-07,0.0011822440591890433,117.69514983610819,2,1,115.76901478119163,,,,98.41878540640651,42.998640853689274,,,COMPLETE
56,56,0.07611992955207825,2021-08-14 13:57:59.227744,2021-08-14 14:04:37.270902,0 days 00:06:38.043158,512,0.11445653887306154,1.3605500818910188,0.30401155401168184,3,0.0003045784448072503,1.5627205493861272e-07,0.0012304162312049974,125.73215503272546,2,1,111.52594358928307,,,,98.03360834736128,41.06383722143016,,,COMPLETE
57,57,0.3240509033203125,2021-08-14 14:04:37.351268,2021-08-14 14:08:40.683406,0 days 00:04:03.332138,512,0.11596102465401566,0.7980858139994135,0.2510276291622667,3,0.05060553874667474,3.170582491952027e-07,0.002269955953086041,7.101490978412552,2,1,126.99140235604301,,,,91.63163818887236,34.937001153518764,,,COMPLETE
58,58,0.07611992955207825,2021-08-14 14:08:40.719821,2021-08-14 14:14:24.273147,0 days 00:05:43.553326,512,0.14771507837491146,1.400740987256718,0.24332555305279507,3,0.4513514146035119,1.0073537184013028e-07,0.003942600366665234,107.776101251321,1,1,111.69411949157856,,,,124.79414490002816,,,,COMPLETE
59,59,0.4144258201122284,2021-08-14 14:14:24.309180,2021-08-14 14:24:57.691226,0 days 00:10:33.382046,512,0.1627265782776934,0.7352116332634742,0.1736396291439868,2,0.3380605489592306,3.2942880333679354e-07,0.0020996191386409313,118.9318834877341,2,1,94.22029418713288,,,,89.7842587230414,45.4358986042157,,,COMPLETE
60,60,0.3273642957210541,2021-08-14 14:24:57.733458,2021-08-14 14:36:13.097914,0 days 00:11:15.364456,512,0.1288902090675647,0.9268615698366391,0.14425091866829634,3,0.0013496267108607804,5.541081546546989e-07,0.0011909800268623978,100.1174285045452,2,1,4.524533381490196,,,,79.06449171423533,26.51794646021198,,,COMPLETE
61,61,0.511795699596405,2021-08-14 14:36:13.138953,2021-08-14 14:53:59.881846,0 days 00:17:46.742893,512,0.18728458691482153,0.6461342862387609,0.24188575781248492,3,0.0040209653702772356,1.2968949320980864e-07,0.0007198206508250459,126.95930711983519,2,1,122.95164050818688,,,,105.35625989159706,56.85658384590416,,,COMPLETE
62,62,0.4286366403102875,2021-08-14 14:53:59.922884,2021-08-14 15:07:44.355920,0 days 00:13:44.433036,512,0.22554918840278268,0.588449844531754,0.20960526128677914,3,0.04151762053522,1.0377807442658049e-07,0.0007179597400503009,127.53107278584162,2,1,7.585149832546544,,,,111.0301056720903,55.66620383864328,,,COMPLETE
63,63,0.47536301612854004,2021-08-14 15:07:44.396968,2021-08-14 15:23:30.604495,0 days 00:15:46.207527,512,0.10997641590580817,0.676683671268122,0.27770229001984426,3,0.0013735882478802582,2.3159509823778329e-07,0.0016986360032682825,99.77701385563294,2,1,112.34263406053671,,,,80.80556402392455,72.07877475819622,,,COMPLETE
64,64,0.4756428003311157,2021-08-14 15:23:30.644622,2021-08-14 15:30:13.227857,0 days 00:06:42.583235,512,0.13439383072318112,0.6574282686414176,0.3006582888008775,2,0.0657912935944461,2.2122184571292687e-07,0.0015864923950983413,95.69217946250194,2,1,100.32723753906208,,,,81.05824827576063,88.28173584922179,,,COMPLETE
65,65,0.4208022952079773,2021-08-14 15:30:13.269894,2021-08-14 15:38:37.719153,0 days 00:08:24.449259,512,0.16209569846790978,0.9811003689922427,0.3212070511494049,2,0.06090489403888127,6.96622762330196e-07,0.0029971486636087077,104.42977895941051,2,1,127.90860161560626,,,,110.05208902083392,97.05327791348525,,,COMPLETE
66,66,0.07611992955207825,2021-08-14 15:38:37.759190,2021-08-14 15:43:24.514124,0 days 00:04:46.754934,512,0.1937945982052676,1.2423817545462812,0.29532556810653354,2,0.022338746997592723,1.8341508603999937e-06,0.0008189885234703751,74.59936313002106,2,1,98.40180453096521,,,,59.195511720533496,86.38004536182706,,,COMPLETE
67,67,0.3734721541404724,2021-08-14 15:43:24.554162,2021-08-14 15:52:10.582371,0 days 00:08:46.028209,512,0.13413042295487584,0.6557695679329707,0.23741860728903547,4,0.08191150433966982,4.055552198535657e-07,0.006140511151172661,112.63509863889834,2,1,87.2815733138308,,,,81.21228579287425,56.872410391296015,,,COMPLETE
68,68,0.47930964827537537,2021-08-14 15:52:10.626702,2021-08-14 16:03:12.586633,0 days 00:11:01.959931,512,0.1518142890205493,0.45129391127578966,0.26149024483292294,3,0.04038603078854108,1.6670117022910053e-07,0.0018534067830848731,99.03390172993737,1,1,102.54111259164758,,,,117.17846633991446,,,,COMPLETE
69,69,0.4964215159416199,2021-08-14 16:03:12.629674,2021-08-14 16:16:29.570766,0 days 00:13:16.941092,512,0.22296207892608513,0.4500556823458114,0.26637953917272433,3,0.03810001353066393,1.1024470797533925e-07,0.0010044448700332975,125.23081610371318,1,1,127.53929543899642,,,,125.52064828109853,,,,COMPLETE
70,70,0.40342533588409424,2021-08-14 16:16:29.614718,2021-08-14 16:21:07.394146,0 days 00:04:37.779428,512,0.22033587463453555,0.7500248521614551,0.19886058623857322,3,0.01801929144494031,2.3914452768956048e-06,0.0009351469080649663,13.832851536535728,1,1,126.22356633126071,,,,65.04727655979775,,,,COMPLETE
71,71,0.47394928336143494,2021-08-14 16:21:07.435185,2021-08-14 16:35:39.784460,0 days 00:14:32.349275,512,0.17401921956353156,0.4417715834388928,0.26021194711854967,3,0.040421093247764175,1.1437921081615477e-07,0.0019241868185762823,127.5526145287801,1,1,106.17927879849218,,,,126.48609140000681,,,,COMPLETE
72,72,0.47552499175071716,2021-08-14 16:35:39.827501,2021-08-14 16:50:34.802543,0 days 00:14:54.975042,512,0.14940664104784482,0.48553679819955237,0.2834260915430988,3,0.054676719252312586,1.8776606248985533e-07,0.0013398587821216031,114.10914640966737,1,1,92.93474023651432,,,,114.80806963585044,,,,COMPLETE
73,73,0.07611992955207825,2021-08-14 16:50:34.886386,2021-08-14 16:55:46.750352,0 days 00:05:11.863966,512,0.19572172344996364,1.000779290019525,0.23435499265871482,3,0.0358858565070789,4.989633921741369e-07,0.002784009894958051,97.99245930435195,1,1,126.17501913265063,,,,94.11142662031983,,,,COMPLETE
74,74,0.4907519221305847,2021-08-14 16:55:46.796743,2021-08-14 17:13:08.062155,0 days 00:17:21.265412,512,0.15127361229242445,0.5933909425502557,0.26600626006507094,4,0.0014512904489968797,1.0599372098440478e-06,0.0010480474888127239,127.23778393637888,1,1,113.82389800188288,,,,106.22811101974716,,,,COMPLETE
75,75,0.4883073568344116,2021-08-14 17:13:08.110821,2021-08-14 17:22:43.770150,0 days 00:09:35.659329,512,0.24793693243213236,0.5544202114069354,0.3248161188186972,4,0.0015491574600257102,5.019272796512307e-06,0.0009996561843665637,125.8636626533776,2,1,115.15807451267465,,,,103.51405438976201,33.53100193440967,,,COMPLETE
76,76,0.4855535626411438,2021-08-14 17:22:43.821587,2021-08-14 17:33:43.181071,0 days 00:10:59.359484,512,0.10211444519967695,0.6210232801546675,0.270284190828796,4,0.02078091404616777,9.625907266740042e-07,0.000633475578743485,80.45056470337815,1,1,78.65612521552627,,,,86.5424544823142,,,,COMPLETE
77,77,0.49967601895332336,2021-08-14 17:33:43.224109,2021-08-14 17:44:11.339021,0 days 00:10:28.114912,512,0.12212801360689705,0.7497761461797011,0.23348965704020994,3,0.012301175427768315,1.0237066211203696e-07,0.0011011036118656256,112.68132858061173,2,1,116.94330022704162,,,,73.06879840865464,71.67818285748227,,,COMPLETE
78,78,0.07611992955207825,2021-08-14 17:44:11.391560,2021-08-14 17:50:56.228670,0 days 00:06:44.837110,512,0.21349386633536882,1.1622864947011773,0.22806339168957449,3,0.015122117287033398,7.488252573720788e-07,0.0010939815188185694,117.57546076187617,2,1,90.72538027083935,,,,127.7845364332714,52.971396307109515,,,COMPLETE
79,79,0.40588459372520447,2021-08-14 17:50:56.268710,2021-08-14 17:59:57.934285,0 days 00:09:01.665575,512,0.19203859250006639,0.8691632841087699,0.1886205077711316,3,0.39677665266407397,2.8141014646822306e-07,0.0036414547397988295,88.83703062994577,1,1,82.14610327546177,,,,73.29746135175425,,,,COMPLETE
80,80,0.49627426266670227,2021-08-14 17:59:57.974322,2021-08-14 18:13:33.942625,0 days 00:13:35.968303,512,0.2890716383147784,0.7167689862073378,0.21469847351066748,3,0.05545854796861704,4.3926145082227285e-07,0.0008479385939070043,105.13776455958703,2,1,115.57437955811878,,,,62.84168662708556,19.309482952046352,,,COMPLETE
81,81,0.5005890727043152,2021-08-14 18:13:33.988667,2021-08-14 18:27:56.080874,0 days 00:14:22.092207,512,0.27287135309369437,0.7257759318101812,0.21632959652987677,3,0.030407360147842982,4.1945358145376665e-07,0.0008137999031943603,127.98415111160783,2,1,114.97629137780982,,,,66.11936915846272,19.41076322073721,,,COMPLETE
82,82,0.48552411794662476,2021-08-14 18:27:56.129919,2021-08-14 18:40:23.274829,0 days 00:12:27.144910,512,0.27431536528158196,0.7531054183306408,0.21285862818305934,3,0.05497354796838273,1.1277203751889417e-07,0.0014294440692952243,107.77274616588183,2,1,104.73405159949144,,,,63.616454151085065,18.23537284014087,,,COMPLETE
83,83,0.4900597929954529,2021-08-14 18:40:23.320792,2021-08-14 18:56:36.791054,0 days 00:16:13.470262,512,0.29767013238836704,0.9346759380758926,0.17520915425419087,3,0.08387145884651888,4.155900844416542e-07,0.0008012339771171196,93.36284598486851,2,1,127.72073131281525,,,,74.40511438205256,14.384207288166433,,,COMPLETE
84,84,0.4922392666339874,2021-08-14 18:56:36.841659,2021-08-14 19:10:42.143016,0 days 00:14:05.301357,512,0.2399432235170116,0.705111114338765,0.19697803087362883,3,0.02791361511393083,1.0572355596183784e-07,0.0008473176071105526,118.54638080149891,2,1,116.30772790555633,,,,50.25063097676727,21.106111073566733,,,COMPLETE
85,85,0.07611992955207825,2021-08-14 19:10:42.194206,2021-08-14 19:28:28.731196,0 days 00:17:46.536990,32,0.23216190987951382,1.084570221065507,0.21748479378438582,3,0.014191245388799996,2.6305046512583226e-07,0.00040688864603293824,103.12825503595545,2,1,95.45182774340861,,,,64.24596692128651,13.387012593077024,,,COMPLETE
86,86,0.5119282603263855,2021-08-14 19:28:28.779580,2021-08-14 19:40:16.739937,0 days 00:11:47.960357,512,0.265383622633163,0.4893081026723936,0.23322730844772752,3,0.07263529896269522,2.086739598513516e-07,0.000698430441970771,79.4295671377662,2,1,104.57239859878653,,,,85.40475514521552,19.874739063484427,,,COMPLETE
87,87,0.2615821957588196,2021-08-14 19:40:16.782539,2021-08-14 20:25:14.844735,0 days 00:44:58.062196,16,0.2593972320558473,0.3758365224018928,0.23157547669886044,3,0.07250270427414457,1.02362272629825e-07,0.0005561597234158855,71.18763567136877,2,1,103.89710053037246,,,,87.01002122434879,8.640452845583667,,,COMPLETE
88,88,0.4796483516693115,2021-08-14 20:25:14.883805,2021-08-14 20:39:35.656949,0 days 00:14:20.773144,512,0.20771278398190252,0.49991165500446594,0.254712901626879,3,0.04434395229942219,1.811100655779045e-07,0.0006980818283038961,82.74627522629264,2,1,71.49281479269683,,,,100.12186669323408,16.10484629779131,,,COMPLETE
89,89,0.4928283095359802,2021-08-14 20:39:35.708065,2021-08-14 20:52:58.907427,0 days 00:13:23.199362,512,0.17228191916321814,0.80823284658768,0.2799330948972031,3,0.03163146870159478,2.2955832014666234e-07,0.0013796307832315933,127.92103501055495,2,1,86.27287938387431,,,,74.56021401044426,72.04763886293296,,,COMPLETE
90,90,0.4316849708557129,2021-08-14 20:52:58.960404,2021-08-14 21:02:13.358211,0 days 00:09:14.397807,128,0.18422017768448296,0.44282067385982804,0.23782538034175335,3,0.014772188348540733,6.196367107611787e-07,0.0004525025019765532,57.82793545786679,2,1,127.11200716981413,,,,89.31968219058965,49.604873042953976,,,COMPLETE
91,91,0.5012075304985046,2021-08-14 21:02:13.407256,2021-08-14 21:17:15.070343,0 days 00:15:01.663087,512,0.3028624011638553,0.706258693373635,0.206284620729299,3,0.09172203578481165,3.917279027944965e-07,0.0008796565493761231,105.56110790006913,2,1,114.3067342417892,,,,53.24647177768535,20.68379844053297,,,COMPLETE
92,92,0.4854063093662262,2021-08-14 21:17:15.112381,2021-08-14 21:24:52.425317,0 days 00:07:37.312936,512,0.2680715486365966,0.8972021007998641,0.1628261937740093,2,0.09618877865057036,3.333818174692431e-07,0.0010095173934443814,93.3191073556309,2,1,107.13986462922755,,,,54.39798679995234,22.661478145833208,,,COMPLETE
93,93,0.4944482147693634,2021-08-14 21:24:52.477464,2021-08-14 21:38:44.618099,0 days 00:13:52.140635,512,0.22020064112116958,0.5505029719777506,0.20515843189977775,3,0.07245765229464915,1.3844917205680945e-07,0.001266072993724158,117.52865532204827,2,1,120.98582588039436,,,,81.74882217392913,19.677382051427617,,,COMPLETE
94,94,0.49974966049194336,2021-08-14 21:38:44.670673,2021-08-14 21:51:34.719364,0 days 00:12:50.048691,512,0.34986851583574213,0.6371009796574368,0.18792619487763784,3,0.030910667909095076,1.4085255402861365e-06,0.0007174011829922317,85.02161430339599,2,1,96.04361046540123,,,,70.82215865822117,17.10282335055981,,,COMPLETE
95,95,0.38618090748786926,2021-08-14 21:51:34.763660,2021-08-14 22:02:22.299578,0 days 00:10:47.535918,64,0.3177195951653544,0.6191385304115766,0.1844285475536343,3,0.12599498739050596,1.5267955944172078e-06,0.0005348529644303584,76.44032947416736,2,1,96.94342025811893,,,,67.78971286151545,26.673014142890786,,,COMPLETE
96,96,0.5055665373802185,2021-08-14 22:02:22.346621,2021-08-14 22:15:41.998172,0 days 00:13:19.651551,512,0.3905388946849349,0.7931512235758265,0.1531476510449125,3,0.02728991954860667,7.931381326146561e-07,0.0006913957015911201,88.77054131816898,2,1,74.47874540139098,,,,47.57061025922669,17.44854569593662,,,COMPLETE
97,97,0.07611992955207825,2021-08-14 22:15:42.042213,2021-08-14 22:19:43.027581,0 days 00:04:00.985368,512,0.3504458097603611,1.004564543529082,0.15121518835361056,3,0.028692754448087325,4.4550108386968085e-06,0.0006987190618982361,68.29323610119486,2,1,75.71592923573677,,,,43.50118972095006,16.87490417411645,,,COMPLETE
98,98,0.49833592772483826,2021-08-14 22:19:43.070510,2021-08-14 22:31:34.292222,0 days 00:11:51.221712,512,0.37885645898857934,0.8129201194767095,0.22227042762422877,3,0.06203861042765349,7.194188080668446e-07,0.00043121245004276124,86.95081228309716,2,1,81.19694009709093,,,,53.05154334702651,14.390162331820983,,,COMPLETE
99,99,0.44801637530326843,2021-08-14 22:31:34.334264,2021-08-14 22:41:33.650348,0 days 00:09:59.316084,512,0.4084996348211911,0.6675524806740445,0.12841530138255647,2,0.04901470701635586,7.516892765682694e-06,0.000591904601886123,64.51848922296408,2,1,67.34455215511197,,,,47.73679419370109,10.860129990921775,,,COMPLETE
100,100,0.5017377138137817,2021-08-14 22:41:33.691900,2021-08-14 22:58:25.982646,0 days 00:16:52.290746,512,0.3080664051220276,0.7721418627951092,0.11457315985463587,3,0.0902297527357932,1.0884507800837364e-06,0.0007364884907323529,77.14868790448618,2,1,90.47039228576571,,,,59.00027926145012,21.66567076571664,,,COMPLETE
101,101,0.07611992955207825,2021-08-14 22:58:26.076803,2021-08-14 23:03:03.201280,0 days 00:04:37.124477,512,0.35267602968392053,0.773377136625121,0.09815828667082119,3,0.021010129410074494,9.46684612774601e-07,0.09980054362431261,83.52625019863686,2,1,91.682305380085,,,,60.0872351314423,20.797653195999008,,,COMPLETE
102,102,0.5010013580322266,2021-08-14 23:03:03.242316,2021-08-14 23:10:22.688488,0 days 00:07:19.446172,512,0.29789125986749143,0.7037752299067215,0.1919765468555255,3,0.09046217100118488,2.5255740134780443e-06,0.0008856801318449024,74.52981853939482,2,1,105.84217843903417,,,,38.48468801567179,24.09244784811851,,,COMPLETE
103,103,0.4669395983219147,2021-08-14 23:10:22.733670,2021-08-14 23:16:57.691826,0 days 00:06:34.958156,512,0.3122192119763144,0.6994295788061012,0.13956066117190713,3,0.08443411646100221,2.103973249303915e-06,0.0007506698928039609,78.84481975331086,2,1,62.84023115828364,,,,47.36895259835857,17.84916737220736,,,COMPLETE
104,104,0.5047860145568848,2021-08-14 23:16:57.727859,2021-08-14 23:29:21.040496,0 days 00:12:23.312637,512,0.33903079606324826,0.62635439991256,0.10762708312718591,3,0.0982439724901824,3.1813030042266434e-06,0.0009048708961231395,54.7785675503254,2,1,99.13026166038394,,,,38.65449006649314,15.639825559158576,,,COMPLETE
105,105,0.3617058992385864,2021-08-14 23:29:21.083535,2021-08-14 23:35:07.128611,0 days 00:05:46.045076,512,0.40464816325984493,0.5746113481422,0.10730092769557585,3,0.09756127086921308,3.0079981719978057e-06,0.0008800716840051651,48.614905613476026,2,1,85.62611245946258,,,,36.56434117008112,6.087941783152713,,,COMPLETE
106,106,0.35543251037597656,2021-08-14 23:35:07.171930,2021-08-15 00:02:41.427895,0 days 00:27:34.255965,32,0.3035620066897417,0.8380504605993521,0.07949349030871616,3,0.13391957113184116,8.56487872626846e-06,0.0005051569662819736,53.21474674165911,2,1,107.26294259316305,,,,39.14385060780971,25.094360514348836,,,COMPLETE
107,107,0.41904985904693604,2021-08-15 00:02:41.485677,2021-08-15 00:12:20.437981,0 days 00:09:38.952304,512,0.257976990806949,0.9562372621326565,0.11867853773252586,3,0.10519491406222858,1.1064458223696017e-06,0.001542377982932409,61.30292737909284,2,1,75.10445792898823,,,,41.15595556174598,12.893726304686577,,,COMPLETE
108,108,0.26243630051612854,2021-08-15 00:12:20.479013,2021-08-15 00:44:46.525733,0 days 00:32:26.046720,16,0.33658697498576595,0.5239524764858688,0.08691317635807147,3,0.12576074767072046,5.451030685036029e-07,0.0008985779701274762,72.19249588732889,2,1,101.80517062751373,,,,45.02552286277743,28.640469654631204,,,COMPLETE
109,109,0.4320531189441681,2021-08-15 00:44:46.570656,2021-08-15 00:55:07.714243,0 days 00:10:21.143587,512,0.28490159897614303,0.6930164855608345,0.15300783261702353,3,0.09070301154588413,3.519523190217661e-07,0.0003048373146087886,43.22586067461679,2,1,19.60323120141546,,,,33.59927805584334,15.251010605276146,,,COMPLETE
110,110,0.527052104473114,2021-08-15 00:55:07.764148,2021-08-15 01:06:19.352679,0 days 00:11:11.588531,512,0.23228671264811981,0.9033480819567804,0.06312663194502317,3,0.11489015602753867,3.6334755001380813e-06,0.0003793267424153476,33.25939499140622,2,1,90.03869954039551,,,,52.289366787077995,21.658214739847065,,,COMPLETE
111,111,0.5100874900817871,2021-08-15 01:06:19.397720,2021-08-15 01:15:10.633730,0 days 00:08:51.236010,512,0.2395606203544684,0.8928155556289229,0.010950319643414863,3,0.11283524795647183,4.291826696798136e-06,0.0006522211705463667,31.839818239613205,2,1,90.24306933597717,,,,51.706149816120906,21.346387555555747,,,COMPLETE
112,112,0.07611992955207825,2021-08-15 01:15:10.686777,2021-08-15 01:18:19.035009,0 days 00:03:08.348232,512,0.464945706722229,1.0357186418468283,0.0599147106910398,3,0.1459757986806986,1.1999538727971985e-05,0.00037624594983208813,33.136899115578984,2,1,86.76608274172482,,,,51.06494852781809,21.56155284523127,,,COMPLETE
113,113,0.07611992955207825,2021-08-15 01:18:19.112081,2021-08-15 01:21:13.830564,0 days 00:02:54.718483,512,0.23711722393655715,1.13847710382483,0.04222872352593401,3,0.11414031298016906,6.1402692721715485e-06,0.0006173192638903822,26.284941328389483,2,1,80.09210699040476,,,,56.388737796267115,18.828189476624836,,,COMPLETE
114,114,0.48522958159446716,2021-08-15 01:21:13.873707,2021-08-15 01:27:14.142072,0 days 00:06:00.268365,512,0.2525557795274438,0.9258019172440141,0.0014973522887135656,3,0.10325290263437069,2.732501508687292e-06,0.0004441308843385248,27.166275785089066,2,1,91.24540161714376,,,,40.39745415322077,20.15199374616142,,,COMPLETE
